Date,Australian dollar   (AUD)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Japanese yen   (JPY)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
3-Jan-2000,,1.009,43.48,,3.6725,,1
4-Jan-2000,0.6583,1.0305,43.5,102.5,3.6725,1.6404,1
5-Jan-2000,0.6558,1.0368,43.52,103.1,3.6725,1.6393,1
6-Jan-2000,0.6582,1.0388,43.52,104.35,3.6725,1.6492,1
7-Jan-2000,0.6539,1.0284,43.51,105.3,3.6725,1.6448,1
10-Jan-2000,0.6556,1.0229,43.53,,3.6725,1.6366,1
11-Jan-2000,0.6558,1.0256,43.52,105.2,3.6725,1.6423,1
12-Jan-2000,0.6583,1.0308,43.53,106.05,3.6725,1.6469,1
13-Jan-2000,0.6629,1.0276,43.53,105.65,3.6725,1.6463,1
14-Jan-2000,0.6664,1.0225,43.52,106.15,3.6725,1.6447,1
17-Jan-2000,0.6654,1.0094,43.52,105.2,3.6725,1.6342,1
18-Jan-2000,0.6633,1.0093,43.57,105,3.6725,1.6335,1
19-Jan-2000,0.6644,1.0105,43.57,105.65,3.6725,1.6378,1
20-Jan-2000,0.6634,1.0089,43.56,105.3,3.6725,1.6465,1
21-Jan-2000,0.6653,1.0097,43.58,104.9,3.6725,1.655,1
24-Jan-2000,0.6563,1.0027,43.64,104.9,3.6725,1.6545,1
25-Jan-2000,0.6558,1.0008,43.58,105.6,3.6725,1.6457,1
26-Jan-2000,,1.0019,43.58,105.84,3.6725,1.6435,1
27-Jan-2000,0.6523,0.9976,43.58,105.65,3.6725,1.6369,1
28-Jan-2000,0.6511,0.9848,43.61,104.9,3.6725,1.6278,1
31-Jan-2000,0.6382,0.9791,43.64,106.85,3.6725,1.6237,1
1-Feb-2000,0.6358,0.971,43.61,107.35,3.6725,1.6113,1
2-Feb-2000,0.6395,0.9717,43.59,108.55,3.6725,1.6076,1
3-Feb-2000,0.6343,0.9748,43.59,107.95,3.6725,1.6001,1
4-Feb-2000,0.6333,0.9835,43.61,107.5,3.6725,1.5885,1
7-Feb-2000,0.6388,0.9767,43.61,107.65,3.6725,1.5928,1
8-Feb-2000,0.6358,0.9903,43.62,109.3,3.6725,1.5983,1
9-Feb-2000,0.6332,0.9934,43.6,109,3.6725,1.6121,1
10-Feb-2000,0.6348,0.9868,43.64,108.67,3.6725,1.6085,1
11-Feb-2000,0.6286,0.9801,43.63,,3.6725,1.5985,1
14-Feb-2000,0.6328,0.9867,43.64,108.4,3.6725,1.5898,1
15-Feb-2000,0.6263,0.9778,43.62,108.88,3.6725,1.586,1
16-Feb-2000,0.6323,0.9804,43.6,109.1,3.6725,1.6004,1
17-Feb-2000,0.6305,0.9919,43.61,109.9,3.6725,1.6115,1
18-Feb-2000,0.6328,0.9857,43.61,110.8,3.6725,1.6046,1
21-Feb-2000,0.6277,0.9857,43.6,110.65,3.6725,1.5992,1
22-Feb-2000,0.6261,1.0022,43.61,111.7,3.6725,1.6075,1
23-Feb-2000,0.6218,1.0068,43.61,110.3,3.6725,1.6081,1
24-Feb-2000,0.6213,0.9898,43.61,111.2,3.6725,1.6002,1
25-Feb-2000,0.6179,0.9813,43.63,110.85,3.6725,1.5938,1
28-Feb-2000,0.6136,0.9639,43.62,108.9,3.6725,1.5898,1
29-Feb-2000,0.6143,0.9714,43.61,110.18,3.6725,1.5927,1
1-Mar-2000,0.6074,0.9667,43.61,109.2,3.6725,1.5846,1
2-Mar-2000,0.6074,0.9725,43.58,107.45,3.6725,1.5838,1
3-Mar-2000,0.6092,0.9659,43.58,107.6,3.6725,1.5787,1
6-Mar-2000,0.6048,0.964,43.57,107.45,3.6725,1.5772,1
7-Mar-2000,0.6018,0.9593,43.57,107.9,3.6725,1.5741,1
8-Mar-2000,0.6035,0.9543,43.57,107.2,3.6725,1.5783,1
9-Mar-2000,0.613,0.9616,43.58,106.85,3.6725,1.5798,1
10-Mar-2000,0.6158,0.9613,43.59,106.4,3.6725,1.5791,1
13-Mar-2000,0.6124,0.9716,43.58,105.9,3.6725,1.5792,1
14-Mar-2000,0.6169,0.962,43.58,105.3,3.6725,1.5717,1
15-Mar-2000,0.6124,0.9647,43.59,106,3.6725,1.5725,1
16-Mar-2000,0.6146,0.9663,43.58,105.5,3.6725,1.5731,1
17-Mar-2000,0.6107,0.9672,43.58,106,3.6725,1.575,1
20-Mar-2000,0.606,0.9715,,,3.6725,1.5667,1
21-Mar-2000,0.6096,0.9701,43.57,106.45,3.6725,1.5704,1
22-Mar-2000,0.6088,0.9603,,106.75,3.6725,1.5672,1
23-Mar-2000,0.604,0.9656,43.6,107.4,3.6725,1.5782,1
24-Mar-2000,0.6073,0.9715,43.6,107.4,3.6725,1.5884,1
27-Mar-2000,0.6126,0.9712,43.6,106.8,3.6725,1.599,1
28-Mar-2000,0.6143,0.9647,43.61,106.55,3.6725,1.586,1
29-Mar-2000,0.6116,0.9568,43.59,105.95,3.6725,1.5859,1
30-Mar-2000,0.6115,0.9555,43.61,105.65,3.6725,1.5904,1
31-Mar-2000,0.6055,0.9553,43.62,105.85,3.6725,1.5951,1
3-Apr-2000,0.6071,0.9564,43.62,104.9,3.6725,1.5926,1
4-Apr-2000,0.603,0.9538,43.63,105.05,3.6725,1.5988,1
5-Apr-2000,0.6053,0.9673,43.63,105.1,3.6725,1.5938,1
6-Apr-2000,0.6057,0.9625,43.63,104.85,3.6725,1.5886,1
7-Apr-2000,0.5998,0.9564,43.62,104.9,3.6725,1.5828,1
10-Apr-2000,0.5977,0.959,43.61,105.95,3.6725,1.5799,1
11-Apr-2000,0.595,0.9594,43.63,106.45,3.6725,1.5859,1
12-Apr-2000,0.5965,0.9576,43.63,106.5,3.6725,1.5838,1
13-Apr-2000,0.5986,0.9537,43.64,105.95,3.6725,1.5879,1
14-Apr-2000,0.5977,0.954,43.64,106.1,3.6725,1.5835,1
17-Apr-2000,0.6028,0.9573,43.65,104.2,3.6725,1.5881,1
18-Apr-2000,0.595,0.9497,43.64,104.5,3.6725,1.5825,1
19-Apr-2000,0.5972,0.9461,43.65,104.9,3.6725,1.5801,1
20-Apr-2000,0.5964,0.9376,43.64,104.7,3.6725,1.5804,1
21-Apr-2000,,,43.64,105.73,3.6725,,1
24-Apr-2000,,,43.65,106,3.6725,,1
25-Apr-2000,,0.9302,43.65,105.35,3.6725,1.5745,1
26-Apr-2000,0.5887,0.9193,43.66,105.75,3.6725,1.5762,1
27-Apr-2000,0.5902,0.9163,43.66,106.25,3.6725,1.5727,1
28-Apr-2000,0.5909,0.9085,43.66,106.55,3.6725,1.5681,1
1-May-2000,0.5808,,43.66,107.75,3.6725,,1
2-May-2000,0.5845,0.9116,43.66,108.65,3.6725,1.5643,1
3-May-2000,0.59,0.8913,43.65,,3.6725,1.5635,1
4-May-2000,0.5885,0.8947,43.65,,3.6725,1.5527,1
5-May-2000,0.5936,0.8984,43.64,,3.6725,1.5376,1
8-May-2000,0.5871,0.8952,43.64,108.95,3.6725,1.5291,1
9-May-2000,0.5815,0.8978,43.66,108.75,3.6725,1.5346,1
10-May-2000,0.5824,0.9107,43.74,109.33,3.6725,1.5248,1
11-May-2000,0.578,0.9079,43.94,109.95,3.6725,1.5001,1
12-May-2000,0.58,0.9029,43.92,108.18,3.6725,1.5137,1
15-May-2000,0.5774,0.9147,44.03,108.7,3.6725,1.5137,1
16-May-2000,0.5765,0.9065,43.97,108.9,3.6725,1.5017,1
17-May-2000,0.57,0.8922,43.97,109.35,3.6725,1.4906,1
18-May-2000,0.5705,0.8942,,108.85,3.6725,1.4827,1
19-May-2000,0.5745,0.8875,43.98,108.55,3.6725,1.4829,1
22-May-2000,0.5728,0.9,43.97,107,3.6725,1.4869,1
23-May-2000,0.5768,0.9111,43.98,107.2,3.6725,1.48,1
24-May-2000,0.571,0.9098,44.08,106.55,3.6725,1.4755,1
25-May-2000,0.5732,0.8981,44.29,107.65,3.6725,1.4775,1
26-May-2000,0.5705,0.9143,44.31,107.5,3.6725,1.4742,1
29-May-2000,0.5743,0.9262,44.45,106.8,3.6725,,1
30-May-2000,0.577,0.9359,44.58,106.9,3.6725,1.5011,1
31-May-2000,0.5735,0.9303,44.58,106.65,3.6725,1.4948,1
1-Jun-2000,0.574,0.933,44.57,108.5,3.6725,1.4959,1
2-Jun-2000,0.5715,0.9355,44.65,108.9,3.6725,1.4963,1
5-Jun-2000,0.581,0.9433,44.66,107.95,3.6725,1.5115,1
6-Jun-2000,0.5811,0.9485,44.67,107.5,3.6725,1.5135,1
7-Jun-2000,0.5885,0.9554,44.69,105.9,3.6725,1.523,1
8-Jun-2000,0.5895,0.9668,44.78,105.65,3.6725,1.5182,1
9-Jun-2000,0.587,0.949,44.76,106.25,3.6725,1.5072,1
12-Jun-2000,,0.9527,44.78,106.95,3.6725,1.5093,1
13-Jun-2000,0.5909,0.9583,44.78,106.8,3.6725,1.5132,1
14-Jun-2000,0.6017,0.9636,44.71,106.45,3.6725,1.5036,1
15-Jun-2000,0.6004,0.9524,,106.57,3.6725,1.5064,1
16-Jun-2000,0.6072,0.9565,44.75,106.52,3.6725,1.511,1
19-Jun-2000,0.6038,0.964,44.69,106.2,3.6725,1.5145,1
20-Jun-2000,0.6054,0.9538,44.67,105.6,3.6725,1.5068,1
21-Jun-2000,0.5998,0.947,44.64,105.32,3.6725,1.5069,1
22-Jun-2000,0.6018,0.9405,44.68,105.25,3.6725,1.5049,1
23-Jun-2000,0.5956,0.9413,44.69,104.75,3.6725,1.5026,1
26-Jun-2000,0.5931,0.9327,44.65,104.5,3.6725,1.4992,1
27-Jun-2000,0.601,0.9401,44.67,105.55,3.6725,1.4973,1
28-Jun-2000,0.6003,0.9415,44.67,105.45,3.6725,1.5046,1
29-Jun-2000,0.6019,0.9504,44.67,105.1,3.6725,1.5192,1
30-Jun-2000,0.5986,0.9556,44.68,105.4,3.6725,1.5122,1
3-Jul-2000,0.6013,0.9493,44.67,105.95,3.6725,1.5099,1
4-Jul-2000,0.5985,0.9487,44.67,106.2,3.6725,1.5127,1
5-Jul-2000,0.5953,0.9537,44.68,105.93,3.6725,1.5138,1
6-Jul-2000,0.5908,0.9542,44.73,107.05,3.6725,1.5098,1
7-Jul-2000,0.5873,0.9483,44.73,107.65,3.6725,1.512,1
10-Jul-2000,0.5939,0.9523,44.69,107,3.6725,1.5154,1
11-Jul-2000,0.5915,0.9527,44.69,106.95,3.6725,1.5125,1
12-Jul-2000,0.589,0.9499,44.69,107.35,3.6725,1.5137,1
13-Jul-2000,0.5901,0.9349,44.7,108.33,3.6725,1.5019,1
14-Jul-2000,0.5855,0.9344,44.71,108.35,3.6725,1.4992,1
17-Jul-2000,0.5856,0.9352,44.71,108.1,3.6725,1.4995,1
18-Jul-2000,0.5843,0.9353,44.74,108.15,3.6725,1.497,1
19-Jul-2000,0.5818,0.9216,44.78,108.2,3.6725,1.4968,1
20-Jul-2000,0.5771,0.922,44.82,,3.6725,1.4943,1
21-Jul-2000,0.5838,0.9363,45.02,108.25,3.6725,1.5136,1
24-Jul-2000,0.588,0.9332,44.72,108.85,3.6725,1.5198,1
25-Jul-2000,0.5857,0.941,44.93,109,3.6725,1.5148,1
26-Jul-2000,0.5873,0.939,44.88,109.25,3.6725,1.5183,1
27-Jul-2000,0.5921,0.9389,44.9,109.18,3.6725,1.5152,1
28-Jul-2000,0.5917,0.9276,44.89,108.7,3.6725,1.5095,1
31-Jul-2000,0.5822,0.9243,44.99,109.5,3.6725,1.4982,1
1-Aug-2000,0.5806,0.9264,45.13,109.35,3.6725,1.4993,1
2-Aug-2000,0.5831,0.9142,45.34,108.75,3.6725,1.4885,1
3-Aug-2000,0.5865,0.9028,45.44,109.05,3.6725,1.4854,1
4-Aug-2000,0.5847,0.9031,45.39,108.45,3.6725,1.5017,1
7-Aug-2000,0.5873,0.9084,45.57,108.7,3.6725,1.5064,1
8-Aug-2000,0.5872,0.9047,45.72,108.55,3.6725,1.5077,1
9-Aug-2000,0.5828,0.8973,45.64,108.6,3.6725,1.5005,1
10-Aug-2000,0.5815,0.9031,45.68,107.65,3.6725,1.5002,1
11-Aug-2000,0.5823,0.9132,45.93,108.7,3.6725,1.5053,1
14-Aug-2000,0.5797,0.9011,45.77,108.7,3.6725,1.5038,1
15-Aug-2000,0.5833,0.9118,45.77,109.4,3.6725,1.5051,1
16-Aug-2000,0.5875,0.9072,45.66,109.03,3.6725,1.5018,1
17-Aug-2000,0.5908,0.914,45.78,108.4,3.6725,1.4988,1
18-Aug-2000,0.5933,0.9127,45.85,108.95,3.6725,1.496,1
21-Aug-2000,0.5899,0.9023,,108.15,3.6725,1.491,1
22-Aug-2000,0.59,0.8972,45.72,108.45,3.6725,1.4853,1
23-Aug-2000,0.5705,0.8918,45.76,107.45,3.6725,1.4815,1
24-Aug-2000,0.5728,0.9012,45.92,107.05,3.6725,1.4793,1
25-Aug-2000,0.5715,0.9021,45.89,106.9,3.6725,1.475,1
28-Aug-2000,0.5734,0.9007,45.84,106.3,3.6725,,1
29-Aug-2000,0.5744,0.8965,45.79,106.55,3.6725,1.4633,1
30-Aug-2000,0.5713,0.8909,45.83,106.15,3.6725,1.4464,1
31-Aug-2000,0.5748,0.8906,45.8,106.4,3.6725,1.4552,1
1-Sep-2000,0.5748,0.8902,,106.55,3.6725,1.45,1
4-Sep-2000,0.5768,0.9,45.73,105.8,3.6725,1.4636,1
5-Sep-2000,0.5735,0.8886,45.74,106.3,3.6725,1.4498,1
6-Sep-2000,0.5668,0.8818,45.68,105.8,3.6725,1.449,1
7-Sep-2000,0.5639,0.8676,45.64,105.95,3.6725,1.4358,1
8-Sep-2000,0.5593,0.8735,45.64,105.27,3.6725,1.4226,1
11-Sep-2000,,0.8609,45.63,106.2,3.6725,1.4129,1
12-Sep-2000,0.5573,0.8614,45.6,106.2,3.6725,1.4033,1
13-Sep-2000,0.5547,0.8654,45.64,107,3.6725,1.4074,1
14-Sep-2000,0.5498,0.8693,45.68,107.15,3.6725,1.4147,1
15-Sep-2000,0.5501,0.8615,45.76,,3.6725,1.41,1
18-Sep-2000,0.5433,0.8526,45.85,107.15,3.6725,1.3993,1
19-Sep-2000,0.5435,0.8541,46.22,106.85,3.6725,1.4028,1
20-Sep-2000,0.5403,0.8476,46.22,107.2,3.6725,1.4127,1
21-Sep-2000,0.5386,0.8524,46.2,106.6,3.6725,1.4158,1
22-Sep-2000,0.5464,0.889,46.08,106.85,3.6725,1.4592,1
25-Sep-2000,0.5465,0.877,46.02,107.8,3.6725,1.4597,1
26-Sep-2000,0.5503,0.8757,46.07,107.42,3.6725,1.4553,1
27-Sep-2000,0.5488,0.8861,46.15,107.6,3.6725,1.4654,1
28-Sep-2000,0.5498,0.8832,46.16,107.5,3.6725,1.4658,1
29-Sep-2000,0.5433,0.8765,46.07,107.85,3.6725,1.4701,1
2-Oct-2000,,0.8802,,108.2,3.6725,1.4746,1
3-Oct-2000,0.544,0.8763,46.07,108.8,3.6725,1.4625,1
4-Oct-2000,0.5363,0.873,46.05,108.78,3.6725,1.456,1
5-Oct-2000,0.536,0.8786,46.09,109.18,3.6725,1.4542,1
6-Oct-2000,0.5315,0.8703,46.11,108.95,3.6725,1.4498,1
9-Oct-2000,0.5343,0.8695,46.08,,3.6725,1.447,1
10-Oct-2000,0.5304,0.8721,46.13,108.5,3.6725,1.4562,1
11-Oct-2000,0.5337,0.872,46.33,107.95,3.6725,1.4613,1
12-Oct-2000,0.5307,0.8648,46.3,107.8,3.6725,1.4604,1
13-Oct-2000,0.5298,0.8627,46.38,107.77,3.6725,1.4726,1
16-Oct-2000,0.5275,0.8511,46.32,107.95,3.6725,1.4452,1
17-Oct-2000,0.5214,0.8496,46.36,108,3.6725,1.4349,1
18-Oct-2000,0.5203,0.8525,46.33,108.08,3.6725,1.4476,1
19-Oct-2000,0.5181,0.8411,46.33,107.75,3.6725,1.4449,1
20-Oct-2000,0.5277,0.8452,46.34,108.48,3.6725,1.4476,1
23-Oct-2000,0.5279,0.8377,46.38,108.92,3.6725,1.4545,1
24-Oct-2000,0.5268,0.8386,46.43,108.2,3.6725,1.4528,1
25-Oct-2000,0.5272,0.8307,46.48,107.95,3.6725,1.4413,1
26-Oct-2000,0.519,0.8252,46.48,108.25,3.6725,1.4253,1
27-Oct-2000,0.5195,0.8324,46.78,108.35,3.6725,1.4346,1
30-Oct-2000,0.5249,0.8482,46.86,108.75,3.6725,1.4633,1
31-Oct-2000,0.5148,0.8417,46.8,109.05,3.6725,1.4487,1
1-Nov-2000,0.5205,0.8554,46.79,108.88,3.6725,1.4452,1
2-Nov-2000,0.5185,0.8646,46.76,108.3,3.6725,1.4536,1
3-Nov-2000,0.5235,0.873,46.69,,3.6725,1.4502,1
6-Nov-2000,0.5269,0.8667,46.64,107.15,3.6725,1.4472,1
7-Nov-2000,0.5269,0.8587,46.65,107.4,3.6725,1.4305,1
8-Nov-2000,0.5308,0.8559,46.69,107.2,3.6725,1.4222,1
9-Nov-2000,0.5234,0.8531,46.73,107.3,3.6725,1.4157,1
10-Nov-2000,0.528,0.8673,46.74,107.57,3.6725,1.4274,1
13-Nov-2000,0.5207,0.862,46.76,107.96,3.6725,1.4307,1
14-Nov-2000,0.5217,0.8583,46.78,107.68,3.6725,1.4325,1
15-Nov-2000,0.5215,0.8596,46.75,108.19,3.6725,1.426,1
16-Nov-2000,0.5209,0.8569,46.84,108.78,3.6725,1.4253,1
17-Nov-2000,0.5213,0.8535,46.83,108.82,3.6725,1.4218,1
20-Nov-2000,0.5192,0.8488,46.78,109.02,3.6725,1.4252,1
21-Nov-2000,0.5132,0.8474,46.78,109.7,3.6725,1.4235,1
22-Nov-2000,0.5125,0.8429,46.83,110.05,3.6725,1.4157,1
23-Nov-2000,0.5248,0.8427,46.82,,3.6725,1.4044,1
24-Nov-2000,0.5208,0.8436,46.87,110.8,3.6725,1.4046,1
27-Nov-2000,0.5211,0.8406,46.86,111.25,3.6725,1.4069,1
28-Nov-2000,0.5253,0.8561,46.89,110.45,3.6725,1.4171,1
29-Nov-2000,0.5257,0.865,46.89,110.18,3.6725,1.4211,1
30-Nov-2000,0.5227,0.8684,46.84,111.17,3.6725,1.4209,1
1-Dec-2000,0.5368,0.8735,46.85,110.5,3.6725,1.4332,1
4-Dec-2000,0.5417,0.8908,46.83,111.05,3.6725,1.4487,1
5-Dec-2000,0.5433,0.881,46.8,111.15,3.6725,1.4463,1
6-Dec-2000,0.5451,0.8828,46.74,110.8,3.6725,1.4361,1
7-Dec-2000,0.5493,0.8943,46.77,110.45,3.6725,1.448,1
8-Dec-2000,0.5454,0.8895,46.76,110.6,3.6725,1.4498,1
11-Dec-2000,0.5432,0.8804,46.76,110.92,3.6725,1.4452,1
12-Dec-2000,0.5396,0.8782,46.77,110.9,3.6725,1.4495,1
13-Dec-2000,0.542,0.8748,46.77,112.35,3.6725,1.4475,1
14-Dec-2000,0.5404,0.8839,46.76,112.45,3.6725,1.4687,1
15-Dec-2000,0.5458,0.8984,46.77,112.45,3.6725,1.4747,1
18-Dec-2000,0.5453,0.8966,46.76,112.6,3.6725,1.4709,1
19-Dec-2000,0.5426,0.8903,46.71,112.15,3.6725,1.4632,1
20-Dec-2000,0.5478,0.9059,46.68,112.85,3.6725,1.4681,1
21-Dec-2000,0.5528,0.9146,46.71,112.9,3.6725,1.4721,1
22-Dec-2000,0.5558,0.924,46.69,112.6,3.6725,1.482,1
25-Dec-2000,,,,112.85,3.6725,,1
26-Dec-2000,,,46.68,113.4,3.6725,,1
27-Dec-2000,0.5592,0.931,46.7,114.05,3.6725,1.4878,1
28-Dec-2000,0.5568,0.9285,,114.4,3.6725,1.4871,1
29-Dec-2000,0.554,0.9305,46.75,114.9,3.6725,1.4922,1
2-Jan-2001,0.5578,0.9423,46.69,,3.6725,1.4909,1
3-Jan-2001,0.5647,0.953,46.7,,3.6725,1.5077,1
4-Jan-2001,0.557,0.9458,46.74,113.85,3.6725,1.4968,1
5-Jan-2001,0.5714,0.9545,46.74,116.5,3.6725,1.5012,1
8-Jan-2001,0.5695,0.9497,46.69,,3.6725,1.5029,1
9-Jan-2001,0.5643,0.9401,46.66,115.9,3.6725,1.4887,1
10-Jan-2001,0.5567,0.9412,46.61,117.05,3.6725,1.4922,1
11-Jan-2001,0.5549,0.9523,46.63,116.7,3.6725,1.4968,1
12-Jan-2001,0.562,0.9545,46.61,118.1,3.6725,1.4909,1
15-Jan-2001,0.5524,0.9428,46.53,119.25,3.6725,1.4771,1
16-Jan-2001,0.5565,0.9412,46.53,118.35,3.6725,1.4719,1
17-Jan-2001,0.5549,0.9396,46.41,117.05,3.6725,1.473,1
18-Jan-2001,0.5551,0.9404,46.42,119,3.6725,1.4722,1
19-Jan-2001,0.5617,0.94,46.4,117.45,3.6725,1.4737,1
22-Jan-2001,0.5571,0.929,46.39,116.65,3.6725,1.4597,1
23-Jan-2001,0.5568,0.9407,46.35,117,3.6725,1.4711,1
24-Jan-2001,0.553,0.9294,46.37,116.9,3.6725,1.4658,1
25-Jan-2001,0.5438,0.9146,46.46,117.7,3.6725,1.4492,1
26-Jan-2001,,0.9228,,116.9,3.6725,1.4636,1
29-Jan-2001,0.5439,0.9193,46.53,117.66,3.6725,1.4568,1
30-Jan-2001,0.5423,0.9197,46.47,116.65,3.6725,1.4587,1
31-Jan-2001,0.5466,0.9293,46.41,116.15,3.6725,1.4635,1
1-Feb-2001,0.5518,0.9406,46.4,116.4,3.6725,1.4755,1
2-Feb-2001,0.5539,0.9407,46.41,115.25,3.6725,1.4768,1
5-Feb-2001,0.5518,0.9425,46.41,115.85,3.6725,1.4751,1
6-Feb-2001,0.5508,0.9322,46.4,115,3.6725,1.4671,1
7-Feb-2001,0.5492,0.9325,46.39,114.9,3.6725,1.461,1
8-Feb-2001,0.5434,0.922,46.44,116.25,3.6725,1.4502,1
9-Feb-2001,0.5365,0.9227,46.43,116.55,3.6725,1.4445,1
12-Feb-2001,0.5377,0.9288,46.48,,3.6725,1.4517,1
13-Feb-2001,0.5373,0.9275,46.55,117.25,3.6725,1.4555,1
14-Feb-2001,0.5311,0.9178,46.6,116.65,3.6725,1.4577,1
15-Feb-2001,0.5271,0.909,46.59,116.2,3.6725,1.4464,1
16-Feb-2001,0.5264,0.9113,46.54,115.7,3.6725,1.453,1
19-Feb-2001,0.5288,0.9213,,115.83,3.6725,1.4536,1
20-Feb-2001,0.5303,0.907,46.58,116.08,3.6725,1.4363,1
21-Feb-2001,0.5233,0.9146,,115.55,3.6725,1.4443,1
22-Feb-2001,0.5249,0.9056,46.63,116,3.6725,1.4442,1
23-Feb-2001,0.5224,0.9064,46.58,116.75,3.6725,1.4431,1
26-Feb-2001,0.5271,0.9105,46.63,116.05,3.6725,1.4488,1
27-Feb-2001,0.5236,0.9163,46.67,116.05,3.6725,1.4442,1
28-Feb-2001,0.525,0.9248,46.61,116.4,3.6725,1.448,1
1-Mar-2001,0.5273,0.9269,46.53,117.3,3.6725,1.4487,1
2-Mar-2001,,0.9363,46.57,117.5,3.6725,1.4685,1
5-Mar-2001,0.5264,0.9305,46.56,119.3,3.6725,1.4701,1
6-Mar-2001,0.5218,0.9279,,118.7,3.6725,1.4673,1
7-Mar-2001,0.5133,0.9307,46.52,119.3,3.6725,1.4635,1
8-Mar-2001,0.5093,0.9312,46.54,120.2,3.6725,1.4678,1
9-Mar-2001,0.5121,0.9357,46.53,119.5,3.6725,1.4648,1
12-Mar-2001,0.5084,0.9272,46.55,120.45,3.6725,1.4641,1
13-Mar-2001,0.5076,0.9202,46.61,120.18,3.6725,1.4533,1
14-Mar-2001,0.5027,0.9182,46.69,119.68,3.6725,1.4532,1
15-Mar-2001,0.4956,0.9064,46.65,120.85,3.6725,1.4429,1
16-Mar-2001,0.4944,0.8947,46.67,122.45,3.6725,1.4311,1
19-Mar-2001,0.4978,0.8996,46.69,123.3,3.6725,1.4323,1
20-Mar-2001,0.5005,0.902,46.7,,3.6725,1.4306,1
21-Mar-2001,0.5014,0.899,46.7,123.25,3.6725,1.4284,1
22-Mar-2001,0.4927,0.8889,46.68,123.65,3.6725,1.4212,1
23-Mar-2001,0.4945,0.8922,46.67,123.1,3.6725,1.4247,1
26-Mar-2001,0.4926,0.8935,,123.5,3.6725,1.432,1
27-Mar-2001,0.4988,0.8952,46.63,122.5,3.6725,1.4333,1
28-Mar-2001,0.4994,0.886,46.62,121.9,3.6725,1.4297,1
29-Mar-2001,0.4934,0.884,46.66,122.4,3.6725,1.4408,1
30-Mar-2001,0.489,0.8832,46.64,124.6,3.6725,1.4255,1
2-Apr-2001,0.4857,0.8772,,126.3,3.6725,1.4216,1
3-Apr-2001,0.4833,0.8845,46.64,126.45,3.6725,1.4215,1
4-Apr-2001,0.4874,0.9032,46.63,125.95,3.6725,1.4317,1
5-Apr-2001,0.4923,0.902,,124.7,3.6725,1.4356,1
6-Apr-2001,0.4931,0.894,,125.2,3.6725,1.4298,1
9-Apr-2001,0.4947,0.9018,46.55,124.85,3.6725,1.4441,1
10-Apr-2001,0.4943,0.8945,46.56,124.9,3.6725,1.4419,1
11-Apr-2001,0.499,0.884,46.58,124,3.6725,1.4362,1
12-Apr-2001,0.5049,0.8849,46.89,123,3.6725,1.4361,1
13-Apr-2001,,,,124.2,3.6725,1.4361,1
16-Apr-2001,,,46.96,124.65,3.6725,1.4361,1
17-Apr-2001,0.5112,0.8791,46.97,124.45,3.6725,1.4312,1
18-Apr-2001,0.5008,0.8778,46.84,122.85,3.6725,1.426,1
19-Apr-2001,0.5034,0.8827,46.84,122.1,3.6725,1.4303,1
20-Apr-2001,0.5155,0.8989,46.85,121.6,3.6725,1.443,1
23-Apr-2001,0.5048,0.9002,46.79,122.05,3.6725,1.4416,1
24-Apr-2001,0.5068,0.8973,46.84,121.55,3.6725,1.4376,1
25-Apr-2001,,0.8947,46.85,122.2,3.6725,1.4355,1
26-Apr-2001,0.5067,0.9013,46.85,122.1,3.6725,1.4397,1
27-Apr-2001,0.5113,0.9023,46.86,123.45,3.6725,1.4431,1
30-Apr-2001,0.5088,0.8876,46.86,,3.6725,1.4318,1
1-May-2001,0.5127,,46.86,123.2,3.6725,1.4273,1
2-May-2001,0.5202,0.8907,46.81,122.1,3.6725,1.4303,1
3-May-2001,0.5199,0.8903,46.85,,3.6725,1.4303,1
4-May-2001,0.5175,0.8939,46.83,,3.6725,1.4336,1
7-May-2001,0.5184,0.8919,,121.68,3.6725,,1
8-May-2001,0.5184,0.8866,46.81,121.65,3.6725,1.4339,1
9-May-2001,0.5198,0.8827,46.83,121.65,3.6725,1.425,1
10-May-2001,0.5231,0.885,46.85,122.15,3.6725,1.4235,1
11-May-2001,0.5244,0.8773,46.87,122.5,3.6725,1.4169,1
14-May-2001,0.5187,0.8745,46.9,122.68,3.6725,1.4188,1
15-May-2001,0.5188,0.8768,47,123.25,3.6725,1.4178,1
16-May-2001,0.5206,0.8834,46.93,123.9,3.6725,1.4276,1
17-May-2001,0.5248,0.8815,46.94,123.25,3.6725,1.4317,1
18-May-2001,0.5271,0.8777,46.94,122.65,3.6725,1.4284,1
21-May-2001,0.5294,0.8754,46.96,123.45,3.6725,1.4359,1
22-May-2001,0.5267,0.8685,47.02,122.85,3.6725,1.4348,1
23-May-2001,0.5193,0.8585,46.99,121.6,3.6725,1.4227,1
24-May-2001,0.5129,0.8604,46.98,120,3.6725,1.415,1
25-May-2001,0.5216,0.8591,46.95,120.2,3.6725,1.4189,1
28-May-2001,0.5203,0.8584,46.94,121,3.6725,,1
29-May-2001,0.5171,0.8552,46.97,121.37,3.6725,1.4187,1
30-May-2001,0.52,0.8558,46.96,120.2,3.6725,1.4213,1
31-May-2001,0.51,0.848,46.99,119.2,3.6725,1.4173,1
