Date,Australian dollar   (AUD)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Japanese yen   (JPY)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
12-Feb-2020,0.6728,1.0914,71.258,109.85,3.6725,1.29825,1
13-Feb-2020,0.6719,1.0867,71.4699,109.88,3.6725,1.29835,1
14-Feb-2020,0.6719,1.0842,71.3865,109.85,,1.3031,1
18-Feb-2020,0.6692,1.0816,71.4013,109.75,3.6725,1.30405,1
19-Feb-2020,0.6696,1.08,,110.05,3.6725,1.2987,1
20-Feb-2020,0.665,1.079,71.5899,111.2,3.6725,1.2872,1
21-Feb-2020,0.6605,1.0801,,112.05,,1.2946,1
24-Feb-2020,0.6609,1.0818,71.8522,,3.6725,1.2904,1
25-Feb-2020,0.6614,1.084,71.8598,110.92,3.6725,1.29655,1
26-Feb-2020,0.6596,1.0875,71.7291,110.31,3.6725,1.2932,1
27-Feb-2020,0.6555,1.0964,71.6124,110.31,3.6725,1.28685,1
28-Feb-2020,0.6524,1.0977,72.1895,109.4,,1.2882,1
2-Mar-2020,0.6522,1.1122,72.242,107.67,3.6725,1.2784,1
3-Mar-2020,0.6552,1.1117,72.8733,108.32,3.6725,1.27855,1
4-Mar-2020,0.6595,1.1125,73.5603,107.35,3.6725,1.27965,1
5-Mar-2020,0.662,1.1187,73.2824,107.31,3.6725,1.2922,1
6-Mar-2020,0.6602,1.1336,73.6629,106.24,,1.3011,1
9-Mar-2020,,1.1456,73.9538,102.1,3.6725,1.3101,1
10-Mar-2020,0.6566,1.139,,103.25,3.6725,1.3036,1
11-Mar-2020,0.6505,1.1336,73.8128,105,3.6725,1.292,1
12-Mar-2020,0.6457,1.124,74.1694,104,3.6725,1.2732,1
13-Mar-2020,0.6307,1.1104,74.0694,105.08,,1.2517,1
16-Mar-2020,0.6176,1.1157,74.2723,106.9,3.6725,1.2327,1
17-Mar-2020,0.6121,1.0982,74.0309,106.58,3.6725,1.21135,1
18-Mar-2020,0.6018,1.0934,74.1727,107.35,3.6725,1.1923,1
19-Mar-2020,0.5571,1.0801,75.0583,108.85,3.6725,1.1541,1
20-Mar-2020,0.5853,1.0707,,,,1.17555,1
23-Mar-2020,0.5762,1.0783,75.8814,110.18,3.6725,1.1531,1
24-Mar-2020,0.5912,1.0843,76.1522,110.45,3.6725,1.174,1
25-Mar-2020,0.6007,1.0827,,111.13,3.6725,1.1884,1
26-Mar-2020,0.5931,1.0981,75.2392,110.74,3.6725,1.1971,1
27-Mar-2020,0.6102,1.0977,74.8434,108.4,,1.22175,1
30-Mar-2020,0.615,1.1034,75.3451,107.55,3.6725,1.24135,1
31-Mar-2020,0.6175,1.0956,75.3859,108.7,3.6725,1.23605,1
1-Apr-2020,0.6124,1.0936,75.3859,107.58,3.6725,1.238,1
2-Apr-2020,0.6081,1.0906,,107.48,3.6725,1.24455,1
3-Apr-2020,0.6072,,75.8276,108.1,,1.22695,1
6-Apr-2020,0.6035,1.0791,,108.95,3.6725,1.231,1
7-Apr-2020,0.6145,1.0885,75.8438,108.86,3.6725,1.22905,1
8-Apr-2020,0.6146,1.0871,76.0867,108.86,3.6725,1.2348,1
9-Apr-2020,0.6211,1.0867,76.4577,108.96,3.6725,1.24375,1
10-Apr-2020,,1.0867,,108.6,,,1
13-Apr-2020,,,76.3617,108.26,3.6725,,1
14-Apr-2020,0.6419,1.0963,,107.65,3.6725,1.25485,1
15-Apr-2020,0.6384,1.0903,76.2743,107.17,3.6725,1.25035,1
16-Apr-2020,0.6286,1.0888,76.7408,107.69,3.6725,1.24925,1
17-Apr-2020,0.636,1.086,76.5444,107.93,,1.24455,1
20-Apr-2020,0.6346,1.086,76.6335,107.86,3.6725,1.24645,1
21-Apr-2020,0.6314,1.0837,76.6516,107.8,3.6725,1.23375,1
22-Apr-2020,0.6323,1.0867,76.8084,107.84,3.6725,1.2365,1
23-Apr-2020,0.6341,1.0772,76.0635,107.8,3.6725,1.23485,1
24-Apr-2020,0.6343,1.08,76.4173,107.7,,1.2356,1
27-Apr-2020,0.6462,1.0852,76.1269,107.58,3.6725,1.2448,1
28-Apr-2020,0.6457,1.0877,76.371,107.28,3.6725,1.2493,1
29-Apr-2020,0.6542,1.0842,75.6961,,3.6725,1.2394,1
30-Apr-2020,0.6566,1.0876,75.115,106.58,3.6725,1.251,1
1-May-2020,0.6459,,,107.1,,1.25515,1
4-May-2020,0.6382,1.0942,75.7902,,3.6725,1.24065,1
5-May-2020,0.6459,1.0843,75.5715,,3.6725,1.245,1
6-May-2020,0.6449,1.0807,75.6911,,3.6725,1.2374,1
7-May-2020,0.6426,1.0783,,106.26,3.6725,1.2369,1
8-May-2020,0.653,1.0843,75.4411,106.4,,,1
11-May-2020,0.6543,1.0824,75.6838,106.94,3.6725,1.23165,1
12-May-2020,0.6477,1.0858,75.7944,107.51,3.6725,1.23495,1
13-May-2020,0.6473,1.0875,75.3885,107.22,3.6725,1.22945,1
14-May-2020,0.6434,1.0792,75.444,106.87,3.6725,1.2195,1
15-May-2020,0.6455,1.0798,75.5634,107.42,,1.21985,1
18-May-2020,0.6429,1.0832,75.9345,107.11,3.6725,1.2125,1
19-May-2020,0.652,1.095,75.6638,107.4,3.6725,1.2249,1
20-May-2020,0.6551,1.0958,75.6712,107.98,3.6725,1.22695,1
21-May-2020,0.6556,1.1,75.7785,107.73,3.6725,1.2229,1
22-May-2020,0.6541,1.0904,75.7868,107.74,,1.21855,1
26-May-2020,0.6577,1.0975,75.6404,107.75,,1.2308,1
27-May-2020,0.664,1.0991,75.6476,107.52,3.6725,1.2336,1
28-May-2020,0.6612,1.1016,75.7501,107.87,3.6725,1.2238,1
29-May-2020,0.6659,1.1136,75.6369,107.14,,1.2324,1
1-Jun-2020,,1.1116,75.4792,107.75,3.6725,1.2381,1
2-Jun-2020,0.6803,1.1174,75.5871,107.56,3.6725,1.256,1
3-Jun-2020,0.694,1.1194,75.326,108.65,3.6725,1.25865,1
4-Jun-2020,0.6906,1.125,75.529,109,3.6725,1.2534,1
5-Jun-2020,0.7,1.133,75.4665,109.13,,1.26355,1
8-Jun-2020,,1.1285,75.6307,109.46,3.6725,1.26375,1
9-Jun-2020,0.6995,1.1294,75.4931,108.1,3.6725,1.26445,1
10-Jun-2020,0.6997,1.1375,75.4688,107.5,3.6725,1.27705,1
11-Jun-2020,0.6929,1.1348,75.7907,106.9,3.6725,1.26845,1
12-Jun-2020,0.6867,1.1304,75.973,106.85,,1.26185,1
15-Jun-2020,0.679,1.1253,76.1056,107.22,3.6725,1.25115,1
16-Jun-2020,0.6946,1.1308,75.841,107.31,3.6725,1.26495,1
17-Jun-2020,0.6882,1.1232,76.2032,107.34,3.6725,1.2569,1
18-Jun-2020,0.687,1.1222,76.1509,106.8,3.6725,1.25175,1
19-Jun-2020,0.6861,1.121,76.2144,106.92,,1.2382,1
22-Jun-2020,0.686,1.1213,,106.87,3.6725,1.2384,1
23-Jun-2020,0.6897,1.1318,,107.15,3.6725,1.2451,1
24-Jun-2020,0.6943,1.128,75.7087,106.55,3.6725,1.2521,1
25-Jun-2020,0.6875,1.12,75.6349,107.1,3.6725,1.2443,1
26-Jun-2020,0.6888,1.1213,75.4757,107.11,,1.2413,1
29-Jun-2020,0.6879,1.1284,75.568,107.22,3.6725,1.23185,1
30-Jun-2020,0.6863,1.1198,75.527,107.72,3.6725,1.22705,1
1-Jul-2020,0.6895,1.12,75.5813,107.69,3.6725,1.24055,1
2-Jul-2020,0.6924,1.1286,75.4876,107.48,3.6725,1.25065,1
7-Jul-2020,0.6958,1.129,74.8609,107.32,3.6725,1.2495,1
8-Jul-2020,0.6941,1.1286,75.027,107.67,3.6725,1.2533,1
9-Jul-2020,0.6986,1.1342,75.0031,107.28,3.6725,1.26385,1
10-Jul-2020,0.6931,1.1276,75.2865,106.95,,1.26135,1
13-Jul-2020,0.6978,1.1329,75.1567,106.83,3.6725,1.26055,1
14-Jul-2020,0.6942,1.1375,75.3935,107.24,3.6725,1.25215,1
15-Jul-2020,0.7,1.1444,75.3123,107.28,3.6725,1.26265,1
16-Jul-2020,0.6993,1.1414,75.242,106.95,3.6725,1.2532,1
17-Jul-2020,0.6982,1.1428,75.1015,107.26,,1.25545,1
20-Jul-2020,0.6987,1.1448,74.9666,107.5,3.6725,1.2604,1
21-Jul-2020,0.704,1.1443,74.7678,107.22,3.6725,1.2701,1
22-Jul-2020,0.7152,1.1578,74.6848,106.86,3.6725,1.26945,1
23-Jul-2020,0.7151,1.1569,74.7548,,3.6725,1.2713,1
24-Jul-2020,0.7086,1.1608,74.8672,,,1.2733,1
27-Jul-2020,0.7129,1.176,74.762,105.82,3.6725,1.2873,1
28-Jul-2020,0.7141,1.1717,74.7458,105.33,3.6725,1.28815,1
29-Jul-2020,0.7165,1.1725,74.7667,104.94,3.6725,1.2965,1
30-Jul-2020,0.7159,1.1743,74.8412,105.08,,1.3014,1
31-Jul-2020,0.7213,1.1848,74.7722,104.55,,1.3138,1
3-Aug-2020,,1.1726,74.9789,106.2,,1.3014,1
4-Aug-2020,0.7132,1.1765,75.0894,106.12,3.6725,1.3033,1
5-Aug-2020,0.7181,1.1854,74.9086,105.6,3.6725,1.31235,1
6-Aug-2020,0.7207,1.1843,74.8591,105.53,3.6725,1.31715,1
7-Aug-2020,0.7207,1.1817,74.9556,105.58,,1.30775,1
10-Aug-2020,0.7165,1.1763,74.878,,3.6725,1.3025,1
11-Aug-2020,0.7177,1.1783,74.8436,106.16,3.6725,1.3089,1
12-Aug-2020,0.7118,1.1771,74.8286,106.6,3.6725,1.30435,1
13-Aug-2020,0.7172,1.1833,74.8369,106.66,3.6725,1.31005,1
14-Aug-2020,0.7157,1.1813,74.7721,106.96,,1.31045,1
17-Aug-2020,0.7183,1.1853,74.8464,106.53,3.6725,1.30865,1
18-Aug-2020,0.7225,1.1906,74.819,105.75,3.6725,1.316,1
19-Aug-2020,0.7249,1.1933,74.7608,105.2,3.6725,1.3219,1
20-Aug-2020,0.7172,1.185,75.0062,106.09,3.6725,1.31285,1
21-Aug-2020,0.7204,1.1769,74.8755,105.67,,1.3152,1
24-Aug-2020,0.7178,1.1847,74.8282,105.79,3.6725,1.3117,1
25-Aug-2020,0.7174,1.1814,74.3952,106,3.6725,1.3129,1
26-Aug-2020,0.7193,1.1789,74.3541,106.45,3.6725,1.3153,1
27-Aug-2020,0.7237,1.1806,74.3263,105.92,3.6725,1.31885,1
28-Aug-2020,0.7299,1.1915,73.3528,106.65,,1.33035,1
31-Aug-2020,0.7354,1.194,73.5951,105.37,3.6725,,1
1-Sep-2020,0.7412,1.1987,72.8204,105.87,3.6725,1.34685,1
2-Sep-2020,0.736,1.1861,73.0126,106.01,3.6725,1.3364,1
3-Sep-2020,0.7306,1.1813,73.356,106.23,3.6725,1.3252,1
8-Sep-2020,0.7289,1.1785,73.4272,106.3,3.6725,1.30625,1
9-Sep-2020,0.7225,1.1773,73.6728,105.95,3.6725,1.2929,1
10-Sep-2020,0.728,1.1849,73.3541,106.2,3.6725,1.3021,1
11-Sep-2020,0.7281,1.1854,73.4737,106.15,,1.2829,1
14-Sep-2020,0.7287,1.1876,73.383,106.15,3.6725,1.2879,1
15-Sep-2020,0.7328,1.1892,73.4169,105.68,3.6725,1.29125,1
16-Sep-2020,0.7311,1.1869,73.7451,105.28,3.6725,1.2966,1
17-Sep-2020,0.7278,1.1797,73.7021,105.05,3.6725,1.29595,1
18-Sep-2020,0.732,1.1833,73.297,104.82,,1.29815,1
21-Sep-2020,0.7315,1.1787,73.3164,,3.6725,1.2861,1
22-Sep-2020,0.7213,1.174,73.4951,,3.6725,1.2857,1
23-Sep-2020,0.7135,1.1692,73.6273,105.13,3.6725,1.27245,1
24-Sep-2020,0.7042,1.1645,73.9246,105.43,3.6725,1.2754,1
25-Sep-2020,0.7061,1.1634,73.7297,105.53,,1.2701,1
28-Sep-2020,0.7049,1.167,73.5733,105.39,3.6725,1.2902,1
29-Sep-2020,0.7084,1.1702,73.8521,105.47,3.6725,1.28645,1
30-Sep-2020,0.7108,1.1708,73.7978,105.79,3.6725,1.28325,1
1-Oct-2020,0.7188,1.1752,73.3834,105.54,3.6725,1.28365,1
2-Oct-2020,0.7139,1.173,,105.56,,1.2911,1
5-Oct-2020,,1.1768,73.264,105.58,3.6725,1.29475,1
6-Oct-2020,0.7191,1.1795,73.3684,105.65,3.6725,1.29345,1
7-Oct-2020,0.7124,1.177,73.3603,105.65,3.6725,1.28655,1
8-Oct-2020,0.7145,1.1765,73.2943,106,3.6725,1.29005,1
9-Oct-2020,0.7179,1.1795,73.2103,105.96,,1.29355,1
13-Oct-2020,0.7185,1.1787,73.379,105.37,3.6725,1.30575,1
14-Oct-2020,0.717,1.175,73.4558,105.43,3.6725,1.29505,1
15-Oct-2020,0.7136,1.1698,73.2677,105.24,3.6725,1.29555,1
16-Oct-2020,0.7072,1.1741,73.383,105.25,,1.2889,1
19-Oct-2020,0.7086,1.1785,73.4189,105.39,3.6725,1.29955,1
20-Oct-2020,0.7043,1.181,73.3337,105.57,3.6725,1.2955,1
21-Oct-2020,0.7081,1.1852,73.4546,105.23,3.6725,1.3069,1
22-Oct-2020,0.7093,1.1821,73.6557,104.67,3.6725,1.31015,1
23-Oct-2020,0.7113,1.1856,73.578,104.72,,1.3075,1
26-Oct-2020,0.7116,1.1819,73.7331,104.88,3.6725,1.3055,1
27-Oct-2020,0.7134,1.1832,73.7487,104.79,3.6725,1.3051,1
28-Oct-2020,0.7145,1.1727,73.765,104.22,3.6725,1.2953,1
29-Oct-2020,0.7062,1.1704,73.9732,104.39,3.6725,1.2942,1
30-Oct-2020,0.7044,1.1698,,104.58,,1.2984,1
2-Nov-2020,0.7,1.1652,74.322,104.74,3.6725,1.2907,1
3-Nov-2020,0.703,1.1702,74.326,,3.6725,1.29885,1
4-Nov-2020,0.7105,1.1721,74.6915,104.9,3.6725,1.3022,1
5-Nov-2020,0.7166,1.1855,74.2677,104.28,3.6725,1.30725,1
6-Nov-2020,0.7262,1.187,74.0535,103.69,,1.31305,1
9-Nov-2020,0.7292,1.1883,73.9258,103.33,3.6725,1.3169,1
10-Nov-2020,0.7282,1.1808,74.2116,105.1,3.6725,1.3264,1
11-Nov-2020,0.7309,1.1766,74.2529,105.14,3.6725,1.32685,1
12-Nov-2020,0.727,1.1791,74.45,105.28,3.6725,1.31585,1
13-Nov-2020,0.723,1.1815,74.6713,104.92,,1.3168,1
16-Nov-2020,0.729,1.183,,104.68,3.6725,1.32045,1
17-Nov-2020,0.7322,1.1882,74.5087,104.48,3.6725,1.32705,1
18-Nov-2020,0.7295,1.1868,74.3629,104.07,3.6725,1.32785,1
19-Nov-2020,0.7295,1.1832,74.2555,103.84,3.6725,1.3256,1
20-Nov-2020,0.7295,1.1863,74.1598,103.87,,1.3278,1
23-Nov-2020,0.7313,1.1901,74.1409,,3.6725,1.33705,1
24-Nov-2020,0.7317,1.1865,73.9752,104.56,3.6725,1.33375,1
25-Nov-2020,0.7356,1.189,73.9762,104.5,3.6725,1.33285,1
30-Nov-2020,0.7393,1.198,,103.87,3.6725,1.33555,1
1-Dec-2020,0.7368,1.1968,73.5083,104.26,,1.3326,1
2-Dec-2020,0.7375,1.2066,73.6501,104.34,,1.33445,1
3-Dec-2020,0.7409,1.2151,73.8938,104.45,,1.3441,1
4-Dec-2020,0.7428,1.2159,73.7413,103.8,,1.34655,1
7-Dec-2020,0.743,1.2128,73.7657,104.08,3.6725,1.32555,1
8-Dec-2020,0.7426,1.2114,73.7613,104.05,3.6725,1.33135,1
9-Dec-2020,0.7442,1.2109,73.5882,104.15,3.6725,1.34585,1
10-Dec-2020,0.7478,1.2115,73.6684,104.27,3.6725,1.3254,1
11-Dec-2020,0.7561,1.2127,73.5914,104.01,,1.3183,1
14-Dec-2020,0.754,1.2162,73.5417,104.01,3.6725,1.3183,1
15-Dec-2020,0.7512,1.214,73.6532,104.1,3.6725,1.3379,1
16-Dec-2020,0.7564,1.2189,73.5209,103.7,3.6725,1.3533,1
17-Dec-2020,0.7587,1.2246,73.4336,103.2,3.6725,1.36085,1
18-Dec-2020,0.7594,1.2259,73.5146,103.25,,1.3533,1
21-Dec-2020,0.757,1.2173,73.6498,103.38,3.6725,1.3273,1
22-Dec-2020,0.7557,1.2239,73.8879,103.43,3.6725,1.3406,1
23-Dec-2020,0.7552,1.2166,73.8132,103.63,3.6725,1.342,1
4-Jan-2021,0.7703,1.2296,73.0115,103.08,3.6725,1.367,1
5-Jan-2021,0.7701,1.2271,73.1086,103.14,3.6725,1.35915,1
6-Jan-2021,0.7766,1.2338,73.139,102.8,3.6725,1.36485,1
7-Jan-2021,0.7795,1.2276,73.133,102.99,3.6725,1.35655,1
8-Jan-2021,0.7769,1.225,73.3344,103.83,,1.3591,1
11-Jan-2021,0.7697,1.2163,73.4511,,3.6725,1.34865,1
12-Jan-2021,0.7691,1.2161,73.3725,104.21,3.6725,1.35885,1
13-Jan-2021,0.7763,1.2166,73.1546,103.67,3.6725,1.36715,1
14-Jan-2021,0.7751,1.2124,73.1226,103.94,3.6725,1.36485,1
15-Jan-2021,0.7766,1.2123,73.0243,103.83,,1.36395,1
19-Jan-2021,0.7718,1.2132,73.1803,104,3.6725,1.36135,1
20-Jan-2021,0.7722,1.2101,73.1251,103.92,3.6725,1.36765,1
21-Jan-2021,0.7771,1.2158,72.9735,103.53,3.6725,1.3718,1
22-Jan-2021,0.7746,1.2158,73.038,103.58,,1.36685,1
25-Jan-2021,0.7738,1.2152,72.9297,103.82,3.6725,1.369,1
26-Jan-2021,,1.2143,,103.75,3.6725,1.36725,1
27-Jan-2021,0.7736,1.2114,72.8176,103.68,3.6725,1.3716,1
28-Jan-2021,0.7628,1.2091,73.0674,104.28,3.6725,1.3645,1
29-Jan-2021,0.7645,1.2136,72.9519,104.48,,1.3718,1
1-Feb-2021,0.7652,1.2084,73.0189,104.68,3.6725,1.37095,1
2-Feb-2021,0.7623,1.2044,72.9805,104.9,3.6725,1.36725,1
3-Feb-2021,0.7613,1.2017,72.9396,105.02,3.6725,1.36305,1
4-Feb-2021,0.7624,1.1996,72.9152,105.02,3.6725,1.36035,1
5-Feb-2021,0.7593,1.1983,72.8986,105.54,,1.36885,1
8-Feb-2021,0.7673,1.2025,72.8623,105.51,3.6725,1.3683,1
9-Feb-2021,0.7727,1.2104,72.8883,104.92,3.6725,1.37765,1
10-Feb-2021,0.774,1.2127,72.8458,104.61,3.6725,1.3835,1
11-Feb-2021,0.7735,1.2147,72.7772,,3.6725,1.3826,1
12-Feb-2021,0.7745,1.2108,72.7998,104.85,,1.3783,1
16-Feb-2021,0.7796,1.2143,72.7219,105.47,3.6725,1.39255,1
17-Feb-2021,0.7753,1.206,72.8359,106.15,3.6725,1.3861,1
18-Feb-2021,0.7754,1.2084,72.7327,105.72,3.6725,1.3943,1
19-Feb-2021,0.777,1.2139,,105.71,,1.3999,1
22-Feb-2021,0.7876,1.2133,72.3664,105.48,3.6725,1.4022,1
23-Feb-2021,0.7923,1.2143,72.3707,,3.6725,1.4089,1
24-Feb-2021,0.7913,1.2146,72.2923,105.5,3.6725,1.41355,1
25-Feb-2021,0.797,1.2225,72.4953,106.05,3.6725,1.4136,1
26-Feb-2021,0.7829,1.2121,73.0408,106.23,,1.3925,1
1-Mar-2021,0.7745,1.2053,73.2948,106.48,3.6725,1.394,1
2-Mar-2021,0.7755,1.2028,73.3507,106.85,,1.39265,1
3-Mar-2021,0.7822,1.2048,73.0662,106.85,3.6725,1.39515,1
4-Mar-2021,0.7793,1.2034,72.7126,107.04,3.6725,1.39415,1
5-Mar-2021,0.7709,1.1938,72.7572,107.88,,1.38155,1
8-Mar-2021,,1.1866,73.0023,108.35,3.6725,1.3834,1
9-Mar-2021,0.7663,1.1894,73.1181,109.11,3.6725,1.3872,1
10-Mar-2021,0.7684,1.1892,72.9737,108.81,3.6725,1.3869,1
11-Mar-2021,0.7747,1.1969,,108.51,3.6725,1.39565,1
12-Mar-2021,0.7785,1.1933,72.6845,108.75,,1.38865,1
15-Mar-2021,0.7749,1.192,72.7097,109.05,3.6725,1.3909,1
16-Mar-2021,0.7753,1.1926,72.4811,109.19,3.6725,1.3864,1
17-Mar-2021,0.7737,1.1907,72.5716,109.13,3.6725,1.3897,1
18-Mar-2021,0.7827,1.1912,72.5248,108.96,3.6725,1.39555,1
19-Mar-2021,0.7753,1.1891,72.5155,109.09,,1.39105,1
22-Mar-2021,0.7726,1.1926,72.3772,108.9,3.6725,1.3873,1
23-Mar-2021,0.77,1.1883,72.2928,108.85,3.6725,1.3777,1
24-Mar-2021,0.7601,1.1825,72.6558,108.63,3.6725,1.3713,1
25-Mar-2021,0.76,1.1802,72.6102,108.88,3.6725,1.36995,1
26-Mar-2021,0.7613,1.1782,72.4046,109.3,,1.37755,1
29-Mar-2021,0.7631,1.1784,,109.65,3.6725,1.38295,1
30-Mar-2021,0.7652,1.1741,73.0407,109.98,3.6725,1.3752,1
31-Mar-2021,0.7602,1.1725,73.5047,110.7,3.6725,1.3764,1
1-Apr-2021,0.7543,1.1746,73.5047,110.79,3.6725,1.3775,1
2-Apr-2021,,,,110.63,,1.38225,1
5-Apr-2021,,,73.433,110.58,3.6725,,1
6-Apr-2021,0.7648,1.1812,73.3141,110.28,3.6725,1.3831,1
7-Apr-2021,0.766,1.1884,74.1172,109.77,3.6725,1.3816,1
8-Apr-2021,0.7638,1.1873,74.37,109.83,3.6725,1.37415,1
9-Apr-2021,0.7614,1.1888,74.8899,109.28,,1.3716,1
12-Apr-2021,0.7605,1.1904,74.8525,109.73,,1.37625,1
13-Apr-2021,0.7604,1.1896,,109.56,3.6725,1.37335,1
14-Apr-2021,0.7672,1.1964,,108.82,3.6725,1.3758,1
15-Apr-2021,0.7716,1.197,75.1699,108.88,3.6725,1.3764,1
16-Apr-2021,0.7745,1.1986,74.5607,108.85,,1.3789,1
19-Apr-2021,0.7738,1.2035,74.8847,108.63,3.6725,1.39195,1
20-Apr-2021,0.7803,1.2051,74.7296,108.19,3.6725,1.3971,1
21-Apr-2021,0.7715,1.2007,,108.07,3.6725,1.39345,1
22-Apr-2021,0.7745,1.2046,74.9404,108.03,3.6725,1.39,1
23-Apr-2021,0.7733,1.2066,74.9144,107.9,,1.3889,1
26-Apr-2021,,1.2085,74.7672,107.88,3.6725,1.3901,1
27-Apr-2021,0.7799,1.2088,74.5993,108.25,3.6725,1.3911,1
28-Apr-2021,0.7745,1.207,74.4042,108.92,3.6725,1.38665,1
29-Apr-2021,0.7796,1.2129,74.0573,,3.6725,1.39425,1
30-Apr-2021,0.7776,1.2082,74.0232,108.95,3.6725,1.3912,1
3-May-2021,0.7714,1.2044,74.1812,,3.6725,,1
4-May-2021,0.7743,1.2021,73.8546,,3.6725,1.38785,1
5-May-2021,0.7725,1.2005,73.9666,,3.6725,1.39135,1
6-May-2021,0.7741,1.206,73.9406,109.3,3.6725,1.38785,1
7-May-2021,0.7777,1.2059,73.7443,109.13,,1.3912,1
10-May-2021,0.7856,1.2169,73.4135,108.86,3.6725,1.4098,1
11-May-2021,0.7839,1.217,73.4518,108.9,,1.4126,1
12-May-2021,0.7795,1.2118,73.4389,108.85,,1.4143,1
13-May-2021,0.7709,1.2081,,109.61,,1.4023,1
14-May-2021,0.7736,1.2123,73.3721,109.6,,1.4072,1
17-May-2021,0.7751,1.2143,73.2423,109.43,3.6725,1.4096,1
18-May-2021,0.7787,1.2222,73.0353,109.2,3.6725,1.4191,1
19-May-2021,0.7791,1.2212,72.967,108.99,3.6725,1.4163,1
20-May-2021,0.7749,1.2203,73.1168,109.23,3.6725,1.4131,1
21-May-2021,0.7756,1.2188,73.0233,108.86,,1.42165,1
24-May-2021,0.7739,1.2212,72.8961,108.97,3.6725,1.4127,1
25-May-2021,0.7753,1.2264,72.8045,108.83,3.6725,1.4159,1
26-May-2021,0.7787,1.2229,,108.8,3.6725,1.41725,1
27-May-2021,0.7748,1.2198,72.6404,109.2,3.6725,1.4125,1
1-Jun-2021,0.7744,1.2225,72.7714,109.4,3.6725,1.4181,1
2-Jun-2021,0.7742,1.2186,73.2088,109.62,3.6725,1.4124,1
3-Jun-2021,0.7733,1.2187,73.1197,109.61,3.6725,1.41805,1
4-Jun-2021,0.7653,1.2117,73.0266,110.25,,1.4118,1
7-Jun-2021,0.7734,1.2162,72.8087,109.55,3.6725,1.41495,1
8-Jun-2021,0.7743,1.2182,72.8419,109.4,3.6725,1.4144,1
9-Jun-2021,0.774,1.2195,72.9769,109.45,3.6725,1.4174,1
10-Jun-2021,0.7737,1.2174,72.9947,109.62,3.6725,1.40955,1
11-Jun-2021,0.7754,1.2125,72.9844,109.4,,1.41605,1
14-Jun-2021,,1.2112,73.1893,109.77,3.6725,1.41085,1
15-Jun-2021,0.7716,1.2108,73.2765,110.08,3.6725,1.4085,1
16-Jun-2021,0.7694,1.2124,73.3703,110.1,3.6725,1.4117,1
17-Jun-2021,0.7632,1.1937,73.731,110.68,3.6725,1.3947,1
18-Jun-2021,0.7537,1.1898,74.1442,110.29,,1.39025,1
21-Jun-2021,0.75,1.1891,74.1522,110.23,3.6725,1.3879,1
22-Jun-2021,0.7509,1.1894,74.13,110.38,3.6725,1.3882,1
23-Jun-2021,0.7545,1.1951,74.3737,110.75,3.6725,1.3966,1
24-Jun-2021,0.7569,1.1936,74.2362,111.06,3.6725,1.3937,1
25-Jun-2021,0.7594,1.195,74.179,110.98,,1.39005,1
28-Jun-2021,0.7591,1.191,74.2023,110.69,3.6725,1.3911,1
29-Jun-2021,0.7563,1.1888,74.2183,110.52,3.6725,1.38395,1
30-Jun-2021,0.7518,1.1884,74.3456,110.5,3.6725,1.3863,1
1-Jul-2021,0.7483,1.1884,74.3943,111.09,3.6725,1.37905,1
6-Jul-2021,0.7578,1.1838,74.3289,110.86,3.6725,1.3848,1
7-Jul-2021,0.7504,1.1831,74.7438,110.5,3.6725,1.3824,1
8-Jul-2021,0.746,1.1838,74.6979,110.56,3.6725,1.3771,1
9-Jul-2021,0.7427,1.1858,74.6446,109.9,,1.3809,1
12-Jul-2021,0.7474,1.1852,74.466,110.16,3.6725,1.38545,1
13-Jul-2021,0.7488,1.1844,74.4884,110.38,3.6725,1.3857,1
14-Jul-2021,0.746,1.1812,74.5708,110.65,3.6725,1.38625,1
15-Jul-2021,0.7478,1.1809,74.5187,109.91,3.6725,1.3876,1
16-Jul-2021,0.7439,1.1802,74.6232,109.89,,1.38055,1
19-Jul-2021,0.7382,1.1766,74.7902,109.87,,1.3704,1
20-Jul-2021,0.7324,1.1775,74.8596,109.49,,1.36185,1
21-Jul-2021,0.7298,1.1772,,109.97,,1.3604,1
22-Jul-2021,0.7356,1.1775,74.3679,,,1.3762,1
23-Jul-2021,0.7365,1.1767,74.4262,,,1.3736,1
26-Jul-2021,0.7353,1.1787,74.4578,110.4,3.6725,1.3784,1
27-Jul-2021,0.7372,1.181,74.416,110.25,3.6725,1.3792,1
28-Jul-2021,0.7361,1.1807,74.435,109.86,3.6725,1.3879,1
29-Jul-2021,0.7383,1.1873,74.2822,109.75,3.6725,1.3961,1
30-Jul-2021,0.7381,1.1891,74.3871,109.5,,1.3968,1
2-Aug-2021,,1.1886,74.4035,109.64,3.6725,1.39,1
3-Aug-2021,0.7397,1.1885,74.2957,109.3,3.6725,1.3935,1
4-Aug-2021,0.7397,1.1861,74.1493,109.04,3.6725,1.3927,1
5-Aug-2021,0.7395,1.185,74.2644,109.65,3.6725,1.3917,1
6-Aug-2021,0.7391,1.1807,74.1888,109.87,,1.391,1
9-Aug-2021,0.7357,1.1761,74.2261,,3.6725,1.3881,1
10-Aug-2021,0.733,1.1722,74.3855,110.33,3.6725,1.3861,1
