INR,AUD,EUR,JPY,GBP
0.09215432530354821,0.0009455569701906099,3.0303156178217154,-0.009897386392943767,0.007014271406772265
0.09210038591721456,-0.4560568311675022,0.8874751902122066,0.9327061074579736,-0.10993018009845672
-0.027887774532134983,0.4396810815143594,0.2812769113489984,1.9538598924631527,1.0577641997752818
-0.08787511536332085,-0.7855734933168103,-1.4668297532797951,1.482558145537694,-0.45950008737484266
0.09207343439782464,0.3121390886540806,-0.7760456680635899,-0.009897386392943767,-0.8644735372752288
-0.08786164263090873,0.037535551029132704,0.379960352094193,-0.16699796870142256,0.6130912182764093
0.03208609356663877,0.4579479451078834,0.7324012118983474,1.3254575632291927,0.4951764491892888
-0.027887774532134983,0.8400327014128576,-0.4518000770437053,-0.6382997156268813,-0.056610923284461025
-0.08786164263090873,0.6378279764777902,-0.7196551304949252,0.7756055251494949,-0.16272346656995615
-0.027887774532134983,-0.18088424946734502,-1.8474658818683132,-1.5023529183235815,-1.109444300764559
0.27184695958389443,-0.3812526836847935,-0.014773410886522578,-0.32409855100992363,-0.06757445382934116
-0.027887774532134983,0.20120477753071034,0.1684958362116377,1.0112563986122352,0.46488933743528094
-0.08780781216426202,-0.18110280805541037,-0.2262379267690465,-0.5597494244726642,0.9311342417233451
0.09193885821098882,0.3467439568595431,0.1121052986430043,-0.6382997156268813,0.9069608039171246
0.331269840589012,-1.6405519506160609,-0.9875101839461139,-0.009897386392943767,-0.04584395129042116
-0.387045389653282,-0.09051009586326866,-0.26853082994554506,1.0898066897664522,-0.9249236615404686
-0.027887774532134983,0.0009455569701906099,0.1543982018195028,0.36714401114744105,-0.22645455082914887
-0.027887774532134983,-0.640018334481168,-0.6068740553575646,-0.3083884927790668,-0.6945597758724794
0.15175141595409605,-0.21912608710989057,-1.8051729786918305,-1.1881517537066018,-0.9631926577380605
0.15163065010278096,-2.3749778661792553,-0.8042409368479223,3.053563968622549,-0.43121032627943057
-0.20740619916705094,-0.4431502080231368,-1.142584162259942,0.7756055251494949,-1.322527502217977
-0.14763380639848134,0.6853216195694579,0.09800766425082247,1.8753096013089132,-0.39092701297388044
-0.027887774532134983,-0.9613213530283438,0.436350889662842,-0.9525008802438613,-0.8013586953951436
0.09185825733421137,-0.18445674129471873,1.2258184156242415,-0.716850006781143,-1.2478729513284579
-0.027887774532134983,1.0192567509966979,-0.9593149151617658,0.22575348706979675,0.47284270332850287
0.03196511075432193,-0.5540724913921402,1.9166025008404468,2.58226222169709,0.6017165914464759
-0.14760696353017935,-0.4808940614044077,0.436350889662842,-0.4811991333184024,1.4936522131129195
0.2114969538143684,0.29755293973795033,-0.9311196463774178,-0.5283293080109506,-0.3800457590251053
-0.08771384100561438,-1.1500294417203927,-0.9452172807695997,-0.009897386392943767,-1.0709618285436426
0.03193829194134443,0.781115924402357,0.9297680933887208,-0.4340689586258543,-0.9342048801333046
-0.14755331388059403,-1.2073139846239502,-1.255365237397287,0.7441854086877812,-0.4050854911142061
-0.14760696353017935,1.1164329728051077,0.3658627177020111,0.33572389468572744,1.5654675083608165
0.03197852917945245,-0.3332695546644604,1.6205521786049257,1.2469072720749756,1.2024431329242031
-0.027887774532134983,0.42793279436406534,-0.8747291088087531,1.4040078543834322,-0.7354911193439111
-0.08775407824372242,-0.9466659220583001,-0.0006757764943564026,-0.24554825985566192,-0.5754502737028638
0.03197852917945245,-0.2969562586185087,2.325433898213313,1.6396587278461727,0.9017856442719547
-0.027887774532134983,-0.8011203332629189,0.6478154055453503,-2.2093055387117806,0.07158610984971527
-0.027887774532134983,-0.09245590084752613,-2.3972736231628566,1.4040078543834544,-0.8443738927645326
0.09180458362930156,-0.6349492817268485,-1.1989746998286221,-0.5597494244726642,-0.6846166864505171
-0.08772724740711461,-0.8051908565764929,-2.4536641607315373,-3.0733587414084362,-0.42612221796293676
-0.08774065981859189,0.1323233500479832,1.0566468029182319,2.000990067155701,0.32110484909498616
-0.027887774532134983,-1.2965582623377263,-0.6632645929262448,-1.5494830930161296,-0.8711549630178547
-0.20752696501836604,0.0009455569701906099,0.8169870182513757,-2.759157576791479,-0.07986777636737993
-0.027887774532134983,0.3399609985675693,-0.9311196463774335,0.2257534870697744,-0.5474919568887254
-0.08779436964313174,-0.8284296767685325,-0.26853082994554506,-0.24554825985566192,-0.15628451668014018
-0.027887774532134983,-0.5658423563840509,-0.6632645929262292,0.6970552339952555,-0.33077128797716854
-0.027887774532134983,0.322255574470269,-0.7055574961027434,-1.1096014625523622,0.4645615650643669
0.03201882057886178,1.7902543642572406,1.028451534133884,-0.5597494244726642,0.1702434103294678
0.03200538408774972,0.5263103710600163,-0.04296867967085493,-0.7168500067811207,-0.06914751269933593
-0.08778093315201968,-0.6371160769655883,1.451380565898916,-0.7954002979353825,0.017895791776500993
-0.027887774532134983,0.8451514695915298,-1.3540486781424659,-0.9525008802438836,-0.8102727976020176
0.03200538408774972,-0.8432603556511485,0.37996035209417733,1.0898066897664747,0.09430504076832943
-0.08778093315201968,0.4139624068186422,0.2248863737803337,-0.7954002979353825,0.07246453583143504
-0.027887774532134983,-0.7316068325851802,0.12620293303513916,0.7756055251494949,0.2141728021715002
-0.027887774532134983,-0.8842344478420547,0.6055225023688674,-0.009897386392943767,-0.899068582027477
-0.08779436964313174,0.6791875094564609,-0.19804265798471415,0.6970552339952555,0.41129212860710174
-0.027887774532134983,-0.14964369069934655,-1.3822439469267824,0.46140436053251493,-0.34259739956700674
0.1517917073535054,-0.904165471391328,0.7464988462905292,1.0112563986122352,1.206984249060591
-0.027887774532134983,0.6234998046847824,0.8310846526435419,-0.009897386392943767,1.1151477407744852
-0.027887774532134983,0.9981354428497029,-0.042968679670870584,-0.9525008802438836,1.1539865141362575
0.03197852917945245,0.32010481130236423,-0.9170220119852517,-0.402648842164163,-1.400301897766677
-0.14763380639848134,-0.5061116411381068,-1.1143888934756097,-0.9525008802438613,-0.003838634976412293
0.09185825733421137,-0.01785064951089246,-0.18394502359253234,-0.4811991333184024,0.4949800441685766
0.03196511075432193,-1.1289665972625411,-0.02887104527868875,0.30430377822401383,0.5157632076092963
-0.027887774532134983,0.3026678160684968,0.15439820181948719,-1.5023529183235593,-0.26348205095846805
0.03195169834284465,-0.7728202220748013,-0.3672142706907239,0.2257534870697744,0.6773673049932681
-0.027887774532134983,0.43525265411377895,1.9025048664482962,0.06865290476129562,-0.5334679905049398
-0.027887774532134983,0.07641370197562465,-0.677362227318411,-0.402648842164163,-0.5561936242373178
-0.08772724740711461,-1.1141207879484636,-0.8606314744165869,0.06865290476131795,-0.6225154232547948
-0.08774065981859189,-0.39693506783152144,0.36586271770199547,1.6396587278461727,-0.3082809075063418
0.09180458362930156,-0.511384390523352,0.055714761074323944,0.7756055251494949,0.6589578823516713
-0.027887774532134983,0.28568027834204984,-0.25443319555337884,0.06865290476129562,-0.22099376419963004
0.03193829194134443,0.39912504996831927,-0.5504835177888998,-0.8739505890896219,0.45200073413473246
-0.027887774532134983,-0.1696387099062546,0.04161712668214212,0.2257534870697744,-0.47055989471328585
0.03192489154543354,0.9663220052550524,0.46454615844719,-2.994808450254197,0.506277056747921
-0.0877004406097035,-1.4767608388082138,-1.072095990299111,0.46140436053251493,-0.6009015282922648
0.03192489154543354,0.4184649414033636,-0.5081906146123857,0.6185049428410161,-0.253924715428099
-0.0877004406097035,-0.1508130962284669,-1.1989746998286221,-0.32409855100992363,0.039644915673476125
-0.027887774532134983,0.0009455569701906099,-0.0006757764943564026,1.6082386113844813,0.007014271406772265
0.03192489154543354,0.0009455569701906099,-0.0006757764943564026,0.41427418583996684,0.007014271406772265
-0.027887774532134983,0.0009455569701906099,-1.0439007215147629,-1.031051171398123,-0.6354191590248026
0.0319114971515544,-1.4636323763854886,-1.5373179252406417,0.6185049428410161,0.1922730761176886
-0.027887774532134983,0.2868088630791201,-0.42360480825938857,0.7756055251494949,-0.37453429831774626
-0.027887774532134983,0.13425616602772117,-1.1002912590834433,0.46140436053251493,-0.49523974136432813
-0.027887774532134983,-1.9282432202374151,-0.0006757764943564026,1.8753096013089132,0.007014271406772265
-0.027887774532134983,0.7091049684811666,0.436350889662842,1.4040078543834544,-0.40857024214731635
-0.08768704621582435,1.0505647895733232,-2.862495558104403,-0.009897386392943767,-0.08055567589479254
-0.027887774532134983,-0.2849537237618121,0.4786437928393562,-0.009897386392943767,-1.1778621658122637
-0.0877004406097035,0.9719041544582301,0.520936696015839,-0.009897386392943767,-1.6580500637214628
-0.027887774532134983,-1.237096047887968,-0.45180007704372094,0.46140436053251493,-0.9346374801860852
0.09172416322912293,-1.069747653054848,0.3658627177020111,-0.32409855100992363,0.6166789972823329
0.4500249196322184,0.17327669654914943,1.817919060095268,0.9012859909962823,-1.0802216138912275
1.1631652553191907,-0.8424957979853799,-0.3954095394750406,0.9641262239196872,-2.7520969257406422
-0.1467543006824697,0.3846191553820185,-0.7055574961027434,-2.7905776932531703,1.5295557865291105
0.6252243047850421,-0.4979249492565691,1.6628450817814244,0.8070256416111861,0.007014271406772265
-0.3839326893959505,-0.17193198911789623,-1.1566817966521081,0.30430377822403615,-1.3359754073982621
-0.027887774532134983,-1.2505526322511098,-2.0166374945743386,0.6970552339952331,-1.240998975053827
-0.027887774532134983,0.09739843645054612,0.2812769113489984,-0.7954002979353825,-0.8846040312145041
0.031486021507341665,0.7714649306574681,-0.9452172807695997,-0.4811991333184024,0.029621870305851054
-0.08726157057161162,-0.32628572148595736,1.7615285225266188,-2.444956412174499,0.4587842310560275
0.031486021507341665,0.7703395836505796,1.564161641036261,0.30430377822403615,-0.7727442502198048
0.5651252308672825,-1.115314388272118,-0.18394502359253234,-1.031051171398123,-0.5026935860272812
1.2131693621615107,0.42483887974849255,-1.6500990003779867,1.7182090190004344,0.2336653901909599
0.09000787709028658,-0.5193699424773213,2.2831409950368142,-0.24554825985568426,-0.3670582914021289
0.7959275664395602,0.7329854761534179,1.6769427161736061,-1.1096014625523622,0.007014271406772265
0.7348145797692118,0.5200062092963841,1.3667947595459033,0.14720319591555733,3.041837607230828
-0.027887774532134983,-0.6720818134297143,-0.7901433024557405,-0.402648842164163,-0.7008063625035992
